71_24	301125	301218
71_25	301218	301629
71_26	301629	301788
165_100	740145	740409
94_90	446560	447212
71_27	301788	301960
165_101	740409	740561
94_91	447212	447524
71_28	301960	302258
69_10	285947	286271
165_102	740561	740642
94_92	447524	447705
71_29	302258	302440
69_11	286271	286635
165_103	740642	740744
94_93	447705	449227
73_30	326373	326624
69_12	286635	286762
165_104	740744	740879
94_94	449227	449653
78_40	357101	357175
73_31	326624	326778
69_13	286762	287024
165_105	740879	740972
94_95	449653	449882
78_41	357175	357667
73_32	326778	327069
69_14	287024	287212
165_106	740972	741180
94_96	449882	450401
78_42	357667	357768
73_33	327069	327419
69_15	287212	287445
165_107	741180	741282
94_97	450401	451013
78_43	357768	358279
92_0	411401	411798
73_34	327419	327790
69_16	287445	287980
165_108	741282	741426
94_98	451013	451726
78_44	358279	358534
92_1	411798	412256
73_35	327790	327938
69_17	287980	288183
165_109	741426	741618
94_99	451726	451956
78_45	358534	358628
92_2	412256	412552
73_36	327938	328198
71_30	302440	302654
69_18	288183	288347
78_46	358628	358766
92_3	412552	412786
82_0	383115	383407
73_37	328198	328338
71_31	302654	303022
69_19	288347	288665
66_10	280506	280948
78_47	358766	359158
92_4	412786	413039
82_1	383407	383735
73_38	328338	328557
71_32	303022	303486
66_11	280948	281305
78_48	359158	359344
92_5	413039	413405
73_39	328557	329242
71_33	303486	303879
66_12	281305	281555
78_49	359344	359753
92_6	413405	414453
72_0	310408	310572
71_34	303879	303986
66_13	281555	281919
92_7	414453	414596
72_1	310572	311228
71_35	303986	304088
66_14	281919	282196
92_8	414596	415032
72_2	311228	311450
71_36	304088	304800
66_15	282196	282324
92_9	415032	415317
72_3	311450	311964
62_0	268062	268277
71_37	304800	305089
64_10	276171	276914
72_4	311964	312334
62_1	268277	268291
71_38	305089	305714
69_20	288665	288680
64_11	276914	277001
72_5	312334	312639
71_39	305714	306038
69_21	288680	289227
72_6	312639	312824
73_40	329242	329765
52_0	215467	215481
69_22	289227	289312
63_10	270197	270373
78_50	359753	360122
72_7	312824	313198
73_41	329765	330017
52_1	215481	215621
69_23	289312	289601
63_11	270373	270607
78_51	360122	360275
72_8	313198	313631
73_42	330017	330263
